listing_name,listing_url,listing_price,listing_shipping_price,listing_authenticity,listing_Seller,listing_Seller_rating,listing_color,listing_brand,listing_size,,mid,new,running,shoes,,,,retro,mens
air jordan 1 low se gs laser blue black white ct1564-004 gs size 6y women�??s 7,https://www.ebay.com/itm/185002016764?hash=item2b12fabffc:g:jqcAAOSw5wphGwbM,149.99,0.00,Authenticity Guarantee,h-kicks,100.00%,White,Air Jordan,6,,,,,,,,,,
air jordan 1 low se racer blue black white men's size 12 (dh0206-400),https://www.ebay.com/itm/284496256306?epid=8044910064&_trkparms=ispr%3D1&hash=item423d4c5d32:g:BbQAAOSwjthhUhj5&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSS2tefNAzyjxA1Q1YVqaAQCPprO8xOIErFkClZQrVZHAWeMKK%252Flk%252BgdBeA2E1zpVuqgHInhRRKL3eyWuwe%252Fu0mYxHKYAkyFVYSYSHIDjsruGLLCcBlzTqvbhFSOrURnEgRnt5ZYNSz8UpSxe6f%252BhJH%252Bx4qCO5G6oGekpTyh90FXfmNpK8w6whzl8%252BmcRbKvUMrbuxWKRfx3bSAaxfEt8BjAl4kHvyWORqzQMz%252B%252FtJAkTIpuBs6q7qinhwb%252F2kkYB1tyjavQJyOE8vGbKjqLOwVOQZLgULh7jijuX1flqphNe59dOV%252BYgR8Cy4w%252F4F2jhGBOSjmb3WYUp5yC9TzXUeJDRVU0I7qdEgDOWWyuCDcu9fbFHYd2ivoFrDnucytVZuotRkKsIrRUaMkkWhdCMqnPduWwEPua3KrIMohK4Kcvowm0MnxyO93j0Qc3zhawF0OLmvW6p%252B0N8RGDRGJKcKmthQTwqm7gfmAf1lxPmdTAU8Z2E%252BNMAd3oy7kgL2CGl6vszr7q1hXRtbTk5GMLeLTd8wesXtZHvqW8qdcTWVqacaKDUV1MZK2en3XUklK8rOFb8suiTipkXJpQ8Y0iSQz4qCtFPZhl86hBm9Y3cs9E1mtrn8aA22av3tcVdulmacZnFMI3cVTpshIMiPMk5BcNwMOwPnMKs35soOX29M3i06YC0pdp%252FyHYo0LS%252BPRsdmSJ1%252FR9poYK3CwFlFvWg3UqZoiqBScw4DLgCv7r5Nepz6wxzqrtuRZ0G6KjBKYmbvEByGddbBbyIgkFXKzMVwS0x%252FNk2QpuCRwZbs2doYihb0vK%252F3utwh8BZc9VqCy%252BBf%7Campid%3APL_CLK%7Cclp%3A2499334,129.99,0.00,No Guarantee,starrnovakickz,100.00%,White,Air Jordan,12,,,,,,,,,,
air jordan 1 low white gym red black 553560-118 gs youth size 6y new in box,https://www.ebay.com/itm/324633350287?hash=item4b95a7d08f:g:Ha4AAOSwzHNgb4Xa,129.99,0.00,Authenticity Guarantee,johmadse_6,99.70%,Red,Air Jordan,6,,,,,,,,,,
air jordan 1 low white gym red black 553560-118 gs youth size 7y new in box,https://www.ebay.com/itm/324634847914?hash=item4b95beaaaa:g:Ha4AAOSwzHNgb4Xa,129.99,0.00,Authenticity Guarantee,johmadse_6,99.70%,Red,Air Jordan,7,,,,,,,,,,
air jordan 1 low white gym red black size 10 men�??s 553560-118 nike new,https://www.ebay.com/itm/144178485305?epid=19045982424&_trkparms=ispr%3D1&hash=item2191b51839:g:rLMAAOSwdElhbNvC&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsStz9xmFVBsUWjIyPqJlXwjK9BUtkNHXFBLgeXL5LbtRKnXkDfXpazI%252B5nra6wiO3eKOwIB9djJCfgBihRj2AEeo8QYr5w0GU4qzxiA44yKxX%252FexZ7JptzQpSJddBk8So069r%252BHE5mmYjjqj%252BItkqiQKVIRP1VxA1TAk2p0c0GO6%252BpIuyml93bflUWvV53yNBqsMsmlyy%252BVNe0c2a0gIRcpXRpqRFGVoY24UGEi3i2cP12yQA3uXIpDu4cFPjJ2Zh0p2nW0nsJPn9tuHpB4%252FVnTDiYIvNc2YszVFeL%252B%252Bt7k9kyLonEe5gM2%252BmotzJ5TUM3uqaB0ckstrIqjfqJD5hgfW%252F6DZ0XZBnfphr6Tyj9gFoQGv4wiOjj9m8LGt9W2D1uuvwvpJpyWfminp%252F0o%252BP245kJCfZu1HYPJefIN8EqM7DfL3a56h%252FN1%252Fcx%252FHrTa90uc%252Bt%252BPlpMDidlq9hUoxN7GAC%252FJfKSZFjHHpckcaQspffKN8%252FnwWs01WAznIzST%252FrEA4VNHIt1ehRahsNAUYPHE%252FsXZnsOhbK0PqO7xDs2xHS5FPRnzCSQSU1swBHPjXNq1GbLgNA%252BVmb%252F9u%252BZ%252BBoaLjhpEHMkFh39CocI1DFv8FSJbI9vNQzG25NGZYr99rbTcY%252Fzuk7h1dEMPu30rZ979PqEypZLcsL3sGvzonwI24qdQ9rq7r2sr%252Fw7zhUBj8wOKnGPWQVYea3Jv97Tk79g1XeC8joCOyYUVIQG3xj4UZEIgRf2IB6cmxDV1ifCR3s2rr4MxaOGa%252FnXtfD92kyfKDYm4ffviw2QrS%252B5bxF2w%252FkQmkhKf1%252F2hkwLk1kHGQCA%7Campid%3APL_CLK%7Cclp%3A2499334,139.99,0.00,Authenticity Guarantee,streetsportscollectibles,100.00%,White,Air Jordan,10,,,,,,,,,,
"air jordan 1 mid ""banned"" bred gym red/black (554724-074) men's size 8",https://www.ebay.com/itm/403215333617?hash=item5de181b8f1:g:y6cAAOSwJKVhXzVN,190.00,19.00,Authenticity Guarantee,2009jdjd2013,100.00%,Red,Air Jordan,8,,,,,,,,,,
"air jordan 1 mid ""black chile red white"" gs size 6y 554725-075",https://www.ebay.com/itm/133663408201?hash=item1f1ef5c049:g:kzMAAOSwpZtgJulV,159.20,0.00,Authenticity Guarantee,aco152,100.00%,White,Air Jordan,6,,,,,,,,,,
air jordan 1 mid �??shadow red�?� white grey men�??s size 10 new nike 554724-096,https://www.ebay.com/itm/144256081580?hash=item2196551eac:g:IFsAAOSwZBRhcaF2,170.00,15.00,Authenticity Guarantee,streetsportscollectibles,100.00%,White,Air Jordan,10,,,,,,,,,,
air jordan 1 mid banned (2020) men�??s size 12 black/gym red-white new 554724-074,https://www.ebay.com/p/10046950095?iid=224268923108,250.00,14.00,Authenticity Guarantee,historyoverhype,100.00%,Black,Air Jordan,12,,,,,,,,,,
air jordan 1 mid barcelona sweater chile red white pollen size 13 dc7294-600 new,https://www.ebay.com/itm/334171816694?hash=item4dce3142f6:g:T4UAAOSwtOhhXQtJ,169.99,10.00,Authenticity Guarantee,jzloveslc,100.00%,Red,Air Jordan,13,,,,,,,,,,
air jordan 1 mid barcelona sweater chile red white pollen size 8 dc7294-600 new,https://www.ebay.com/itm/334191217877?hash=item4dcf594cd5:g:WAoAAOSwkIFhcy~B,140.00,21.15,Authenticity Guarantee,landyachtkicks,100.00%,Red,Air Jordan,8,,,,,,,,,,
air jordan 1 mid barcelona sweater red/white gs size 7y / 8 wmns nib fast ship,https://www.ebay.com/itm/304145810190?hash=item46d080c30e:g:qVsAAOSwOKlhQBCQ,159.99,0.00,Authenticity Guarantee,the_westside_willow,100.00%,Red,Air Jordan,7,,,,,,,,,,
air jordan 1 mid black hyper royal white men size 8-authentic fast shipping dswt,https://www.ebay.com/p/17046945249?iid=304163928822,169.99,0.00,Authenticity Guarantee,lakreem,94.70%,Black,Air Jordan,8,,,,,,,,,,
air jordan 1 mid black white particle grey gym red 554724-096 size 10,https://www.ebay.com/itm/304189997229?hash=item46d32300ad:g:v~YAAOSwg69hbVDm,199.00,0.00,Authenticity Guarantee,giangrande123,100.00%,Red,Air Jordan,10,,,,,,,,,,
air jordan 1 mid black/chile red-white men�??s size 10 (554724 075),https://www.ebay.com/p/20045634363?iid=313688823582,139.00,9.30,Authenticity Guarantee,ben8716,100.00%,Black,Air Jordan,10,,,,,,,,,,
air jordan 1 mid gs white gym red black [ size 6y ] dj4695-122,https://www.ebay.com/itm/133898400386?hash=item1f2cf77282:g:DpEAAOSwwOZhYIhz,150.00,11.93,Authenticity Guarantee,goodtastectllc,100.00%,Red,Air Jordan,6,,,,,,,,,,
air jordan 1 mid gym red black white men�??s size 9 554724-122,https://www.ebay.com/p/7044909576?iid=124908686425,138.00,21.15,Authenticity Guarantee,fladk_0,98.40%,Black,Air Jordan,9,,,,,,,,,,
air jordan 1 mid linen 554724-082 mens size 8 brand new in hand ship fast,https://www.ebay.com/itm/185118973850?hash=item2b19f35f9a:g:EEMAAOSwaW1hcKd8,189.99,10.00,Authenticity Guarantee,th-3777,100.00%,White,Air Jordan,8,,,,,,,,,,
air jordan 1 mid men's size 9 white pollen black 554724-177,https://www.ebay.com/itm/133873967922?hash=item1f2b82a332:g:v-4AAOSwjUNhPAx-,148.00,0.00,Authenticity Guarantee,hadynkickz,100.00%,White,Air Jordan,9,,,,,,,,,,
air jordan 1 mid se (gs) �??denim red�?� size 7y/8w high og [dm4384-600] cinnabar,https://www.ebay.com/itm/393629120536?hash=item5ba61fb818:g:dSUAAOSw1zFhaGpL,140.00,0.00,Authenticity Guarantee,biffo_grey,100.00%,Red,Air Jordan,7,,,,,,,,,,
air jordan 1 mid se (gs) turf orange black white bq6931-802 new size 6y no lid,https://www.ebay.com/itm/124757465931?hash=item1d0c1fdb4b:g:FUUAAOSwU45gua2C,129.97,0.00,Authenticity Guarantee,bartekrobot,99.90%,White,Air Jordan,6,,,,,,,,,,
air jordan 1 mid se barcelona sweater size 14,https://www.ebay.com/itm/373755524445?hash=item570590b55d:g:HGsAAOSwfBphZ4pz,159.00,14.95,Authenticity Guarantee,nioli-6871,100.00%,Red,Air Jordan,14,,,,,,,,,,
air jordan 1 mid se corduroy sail wmns | size 9w (7m) | *in hand fast shipping,https://www.ebay.com/itm/185072496118?hash=item2b172e2df6:g:zbsAAOSwvrxhT82G,169.99,0.00,Authenticity Guarantee,blake_hegna,97.70%,White,Air Jordan,9,,,,,,,,,,
air jordan 1 mid se 'electro orange' size 10 dm3531-800 orange/white,https://www.ebay.com/itm/185025260098?hash=item2b145d6a42:g:rpUAAOSwifVg2O8Z,130.00,24.35,Authenticity Guarantee,lionkiqz,100.00%,White,Air Jordan,10,,,,,,,,,,
air jordan 1 mid se grade school dm4384-600 cinnabar/hemp-white size 6y denim,https://www.ebay.com/itm/324814482086?hash=item4ba073aaa6:g:0xwAAOSwPnVhWiRo,139.99,0.00,Authenticity Guarantee,longislandsoles,100.00%,Red,Air Jordan,6,,,,,,,,,,
air jordan 1 mid se grade school dm4384-600 cinnabar/hemp-white size 7y denim,https://www.ebay.com/itm/353712587362?hash=item525ae9c262:g:S2gAAOSwZmZhX3Dw,136.95,0.00,Authenticity Guarantee,harrwar-7219,100.00%,Red,Air Jordan,7,,,,,,,,,,
"air jordan 1 mid se gs ""85"" white red blue dh0200-100 sneakers size 6y",https://www.ebay.com/itm/154638451499?hash=item24012b832b:g:nl0AAOSwUs5hW4~m,132.99,12.99,Authenticity Guarantee,miyong1976,99.40%,White,Air Jordan,6,,,,,,,,,,
air jordan 1 mid se heat reactive black/white size 12,https://www.ebay.com/itm/373689617265?hash=item5701a30b71:g:dxQAAOSwkHRhHZq9,175.00,10.85,Authenticity Guarantee,sdui1572,99.10%,Black,Nike,12,,,,,,,,,,
air jordan 1 mid se metallic gold black white size 11 patent leather,https://www.ebay.com/itm/294320976922?hash=item4486e5b41a:g:laYAAOSwwBRhDiHj,125.00,24.35,Authenticity Guarantee,sem.mart,96.70%,White,Air Jordan,11,,,,,,,,,,
air jordan 1 mid se satin electro orange black white dm3531-800 men size 9,https://www.ebay.com/itm/265319607118?hash=item3dc647eb4e:g:qZAAAOSw78dg7ONp,130.00,9.30,Authenticity Guarantee,el-bacan,100.00%,White,Air Jordan,9,,,,,,,,,,
air jordan 1 mid se sustainable materials shoes black/racer blue/white size 7,https://www.ebay.com/itm/274926287324?hash=item4002e239dc:g:cEgAAOSwpB1hLIfR,170.00,18.40,Authenticity Guarantee,bilzhon0,100.00%,White,Air Jordan,7,,,,,,,,,,
air jordan 1 mid se utility black white gym red size 7 wmns,https://www.ebay.com/itm/304197060403?hash=item46d38ec733:g:XSEAAOSwb-NhdCRR,190.00,0.00,Authenticity Guarantee,gus8941,100.00%,Red,Air Jordan,7,,,,,,,,,,
air jordan 1 mid se white black teal tint toddlers size 7c brand new bq6933-103,https://www.ebay.com/itm/154222697621?hash=item23e8639c95:g:nBAAAOSwTPRfxs~o,119.99,9.10,Authenticity Guarantee,sneakerinsanity,100.00%,White,Air Jordan,7,,,,,,,,,,
air jordan 1 mid se white black teal tint toddlers size 8c brand new bq6933-103,https://www.ebay.com/itm/154222696335?hash=item23e863978f:g:c58AAOSwHK1fxtAv,119.99,9.10,Authenticity Guarantee,sneakerinsanity,100.00%,White,Air Jordan,8,,,,,,,,,,
"air jordan 1 mid se, white black cyber pink, size 13",https://www.ebay.com/itm/114771115026?hash=item1ab8e43c12:g:XG4AAOSwuFVge13o,175.00,9.90,Authenticity Guarantee,blazekix,100.00%,White,Air Jordan,13,,,,,,,,,,
air jordan 1 mid 'shadow' grey black white gs size 6y / 8 women 554725-096,https://www.ebay.com/itm/154661898748?hash=item24029149fc:g:G7QAAOSwil1hcHye,200.00,14.25,Authenticity Guarantee,thrill86,100.00%,White,Air Jordan,6,,,,,,,,,,
air jordan 1 mid swoosh grey camo size 11,https://www.ebay.com/itm/234234698253?hash=item368979da0d:g:5nAAAOSw~vphZ28B,259.00,11.85,Authenticity Guarantee,sneakerplanetfl,98.10%,White,Air Jordan,11,,,,,,,,,,
air jordan 1 mid tan hemp/gum yellow/white size 12???�free shipping!!!,https://www.ebay.com/itm/234214808089?hash=item36884a5a19:g:cOMAAOSw9vBhU-qm,170.00,0.00,Authenticity Guarantee,laced_with_soule,100.00%,White,Air Jordan,12,,,,,,,,,,
air jordan 1 mid university gold white black size 9,https://www.ebay.com/itm/224397997596?hash=item343f29b61c:g:82oAAOSwDfFgWsYV,120.00,9.30,Authenticity Guarantee,hlourenco1980,100.00%,White,Air Jordan,9,,,,,,,,,,
air jordan 1 mid white black chile red (gs) - 554725-075 - size 7y - free ship,https://www.ebay.com/itm/363588581357?hash=item54a79177ed:g:zjIAAOSwcZBhcJJT,108.99,0.00,Authenticity Guarantee,jgers-19,96.70%,White,Air Jordan,7,,,,,,,,,,
air jordan 1 mid white pollen black - 554724-177 - size 12,https://www.ebay.com/itm/124895330314?hash=item1d1457800a:g:9UYAAOSwWE1hPAxQ,149.99,0.00,Authenticity Guarantee,boston25253,100.00%,White,Air Jordan,12,,,,,,,,,,
air jordan 1 mid 'white pollen black' men's size 12 [554724-177],https://www.ebay.com/p/3050263283?iid=284499474242,149.00,0.00,Authenticity Guarantee,snkrs.supply,100.00%,Black,Air Jordan,12,,,,,,,,,,
air jordan 1 mid white pollen black university gold men�??s size 7 new 554724-177,https://www.ebay.com/itm/194384361332?hash=item2d4235f774:g:lAcAAOSwJ~xhS-da,179.00,14.25,Authenticity Guarantee,west_kicks,100.00%,White,Air Jordan,7,,,,,,,,,,
air jordan 1 mid white racer blue black game royal 554724-140 men's size 7,https://www.ebay.com/p/11048559066?iid=353597589619,189.99,0.00,Authenticity Guarantee,realbricks,100.00%,Black,Air Jordan,7,,,,,,,,,,
air jordan 1 mid white/pollen-black men�??s size 10 554724 177 - new in box,https://www.ebay.com/itm/124911734607?hash=item1d1551cf4f:g:jSgAAOSwVx9hSS2f,149.99,0.00,Authenticity Guarantee,boston25253,100.00%,White,Air Jordan,10,,,,,,,,,,
air jordan 1 mid white/pollen-black men�??s size 8 554724 177,https://www.ebay.com/itm/255118307522?hash=item3b663c70c2:g:MTIAAOSw27lhMEDl,149.97,0.00,Authenticity Guarantee,teamairforceone,99.40%,White,Air Jordan,8,,,,,,,,,,
air jordan 1 mid white/university gold-black men�??s size 8 new ds,https://www.ebay.com/p/19045634577?iid=144106577055,159.00,14.25,Authenticity Guarantee,w_moo0,100.00%,Black,Air Jordan,8,,,,,,,,,,
air jordan 1 mid wmns gym red black chicago size 12 womans / 10 men�??s,https://www.ebay.com/itm/274660023253?hash=item3ff3035bd5:g:iQIAAOSwvm9gD3hb,155.00,11.35,Authenticity Guarantee,demerson420,100.00%,Red,Air Jordan,12,,,,,,,,,,
air jordan 1 pollen retro high og yellow black white 555088-701 mens size 8,https://www.ebay.com/p/2314599653?iid=384437653311,210.00,13.55,Authenticity Guarantee,kyeric-30,100.00%,Black,Air Jordan,8,,,,,,,,,,
air jordan 1 pollen retro high og yellow black white 555088-701 size 7 *presale*,https://www.ebay.com/p/7043558014?iid=403247216472,159.99,0.00,Authenticity Guarantee,rrrsdistribution,99.20%,Black,Air Jordan,7,,,,,,,,,,
air jordan 1 retro high og / size 11 / brand new,https://www.ebay.com/itm/373749976568?hash=item57053c0df8:g:hE0AAOSwzCBhYGOW,310.00,0.00,Authenticity Guarantee,carsoshrade_0,100.00%,Red,Air Jordan,11,,,,,,,,,,
air jordan 1 retro high og light smoke grey red size 6y gs 100% authentic,https://www.ebay.com/itm/165117622035?hash=item2671c6f713:g:xO8AAOSw8n9hYMJp,225.00,13.55,Authenticity Guarantee,4the_sole,100.00%,Red,Air Jordan,6,,,,,,,,,,
air jordan 1 retro high og light smoke grey red size 9 bred chicago midnight,https://www.ebay.com/itm/154432690845?hash=item23f4e7da9d:g:BmwAAOSw6zVgiiR3,265.00,10.15,Authenticity Guarantee,asianmagix,100.00%,Red,Air Jordan,9,,,,,,,,,,
air jordan 1 retro high red black new ds size 10,https://www.ebay.com/itm/202000218048?hash=item2f0826b7c0:g:pxEAAOSwQAhZemDy,280.00,0.00,Authenticity Guarantee,keepyoursole23,100.00%,Red,Air Jordan,10,,,,,,,,,,
air jordan 1 retro high satin snake chicago (w) size 9w/ 7m,https://www.ebay.com/itm/403249252550?hash=item5de38748c6:g:rqQAAOSw73phcx9Y,215.00,9.30,Authenticity Guarantee,all_inthe_boxeb,100.00%,Red,Air Jordan,9,,,,,,,,,,
"air jordan 1 retro high zip, white university red, size 10",https://www.ebay.com/itm/114605602180?hash=item1aaf06b584:g:Eb4AAOSwSBpf7hBH,150.00,15.00,Authenticity Guarantee,blazekix,100.00%,White,Air Jordan,10,,,,,,,,,,
air jordan 1 retro og high black metallic gold patent (555088-032) size 8,https://www.ebay.com/p/19039799767?iid=124776874346,190.00,14.95,Authenticity Guarantee,reservedsupplyinc,95.20%,Black,Air Jordan,8,,,,,,,,,,
air jordan 1 retro ultra mens basketball shoe black/blue/white size 13m us,https://www.ebay.com/itm/284427053478?_trkparms=ispr%3D1&hash=item42392c69a6:g:eM4AAOSw2lZhKQN-&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSS2tefNAzyjxA1Q1YVqaAQC1CWc03eMGk1op5YHTE%252Bmrbte6p5h0pZdLohBymTHQ6tIZkueOLAz5jbhtdQph5XPI5Rmt%252B%252FhCoV%252FBghyAmv4dPQddO50msjnkfF66ljeMr0U%252FXtXDW0Z%252FblPpv7I8M9W%252FmgjkEtWMqM7Vj1aRQjGU3w6sbrueyaOkyrdMh9ulAREzjC8Z9%252FewGKnTyMrQnK5P7LLVqkx%252FRGNhLgAGHrnEbYa13XZ6kQQOFsLParlhwO%252BvrCJT%252FvjdlDMr6CecHDqU11T%252B6KvxLKi2OcMxCsNDGy6QZfdolFKxhfDEDvWvn6cAvxf%252Bw%252BFDjmL18fz9GxlYCl%252FrdXEMV9%252Byo36IZgj2xH%252FoEa6hisBoiRqkLD3wmdolQ1thauY0M0fPHu6wrz5xzAUPTPPIhIL1tkbwr6gjblrt2JsL8MaO2nfs%252BqJ7FtXHEQKI93mAAvnxP%252FipmNtvJe75QjQrMzhm393ZivGkzndpLAyGjmRTQo1L5c63VfHg9L%252B7EZBYknzgc4Uf49M0HpKNYfPd%252BADVBI3dR4e45e1TcP%252FcETrN%252FUgUPuAamu2B4TtPe37KiPy9akRdnb13sb2i9%252B1oI5f%252ByR64X5RV9oM2IKG%252FGuXhM47Xkshq%252BiWm9F6QF%252F1Arh2iXka8MtU3gXV6CYIQAkrcQB49n8DIkTn58bZJ%252B%252FtNBR%252BZzgTCfMOONSIeLI2RNtKNSHBLwm%252FyWeE0LRikAmhBMw%252B80MI%252BVwr5zts1qSZ9IyccNAe2vFpXgAb387jngd1Hnb6MzGcxQAQst2%252BTKLBZ9sVeonE2knnl%252FRFtzv%252BIALfs73L%252BC%7Cclp%3A2499334%7Ctkp%3ABFBMsKmyspVf,189.95,9.95,Authenticity Guarantee,st3group,99.80%,White,Air Jordan,13,,,,,,,,,,
air jordan 1 zoom air cmft bred ct0979-006 size 7w/6m black/university red,https://www.ebay.com/itm/154656946131?hash=item240245b7d3:g:ZS0AAOSwljNhbJbK,250.00,0.00,Authenticity Guarantee,shoelocker20,100.00%,Red,Air Jordan,7,,,,,,,,,,
"air jordan 11 retro low ie bred 2021 - men's size 11, brand new, fast shipping",https://www.ebay.com/p/17048599316?iid=353732694123,185.00,18.35,Authenticity Guarantee,johnsdrip,100.00%,Black,Air Jordan,11,,,,,,,,,,
air jordan 11 retro low legend blue size 7 mens new in box white blue never worn,https://www.ebay.com/itm/294382063272?hash=item448a89cea8:g:h9oAAOSwRE1hOCKR,250.00,9.30,Authenticity Guarantee,h.d5920,100.00%,White,Air Jordan,7,,,,,,,,,,
air jordan 3 retro se �??fire red denim�?� size 10 brand new ds,https://www.ebay.com/itm/324842467624?hash=item4ba21eb128:g:FBUAAOSwbR9hcTiL,280.00,24.35,No Guarantee,racer_hollic,100.00%,Red,Air Jordan,10,,,,,,,,,,
air jordan 4 retro diy gs size 6y / men's size 6 / women's size 8,https://www.ebay.com/itm/284463047311?hash=item423b51a28f:g:fccAAOSwD9dhWJQS,179.99,0.00,Authenticity Guarantee,rprj-57,100.00%,White,Air Jordan,6,,,,,,,,,,
"air jordan 5 'fire red' white sneaker, size 6y / 7w bnib 440888-102",https://www.ebay.com/itm/265372503645?hash=item3dc96f0e5d:g:bYUAAOSwOOlgnd34,199.99,0.00,Authenticity Guarantee,scylla321,99.90%,Red,Air Jordan,6,,,,,,,,,,
air jordan 5 retro 2021 raging bulls 440888 600 gs size 7y,https://www.ebay.com/itm/154656835288?hash=item24024406d8:g:m~kAAOSw9P5goA~e,199.99,0.00,Authenticity Guarantee,yoinkyoinkyoink,98.30%,Red,Air Jordan,7,,,,,,,,,,
air jordan 5 retro gs raging bull toro bravo 440888-600 size 7y,https://www.ebay.com/itm/174732514196?hash=item28aede9394:g:zSEAAOSwAHRgd2H8,175.00,16.02,Authenticity Guarantee,countinkicks,100.00%,Red,Air Jordan,7,,,,,,,,,,
air jordan 5 retro high og moonlight size 13 deadstock men�??s black white,https://www.ebay.com/itm/133912609334?hash=item1f2dd04236:g:~rAAAOSwdFlhdEye,290.00,9.80,Authenticity Guarantee,wil_sonu212,100.00%,White,Air Jordan,13,,,,,,,,,,
air jordan 5 retro raging bull size 10,https://www.ebay.com/itm/284494539844?hash=item423d322c44:g:y-cAAOSwpIBhbiDm,230.00,20.00,Authenticity Guarantee,holy.sneaks,100.00%,Red,Air Jordan,10,,,,,,,,,,
air jordan 6 retro carmine 2021 gs size 7y,https://www.ebay.com/itm/265325546861?hash=item3dc6a28d6d:g:jJkAAOSwAR1hS4Tk,159.99,21.15,Authenticity Guarantee,mbc49er559,100.00%,Red,Air Jordan,7,,,,,,,,,,
air jordan 6 rings men's size 13 black university red white sneakers,https://www.ebay.com/itm/194413023171?hash=item2d43eb4fc3:g:z-EAAOSw0tJg39rv,219.99,0.00,Authenticity Guarantee,milehighhustle,100.00%,Red,Air Jordan,13,,,,,,,,,,
air jordan 7 retro �??flint 2021�?� new size 11,https://www.ebay.com/itm/234000797681?hash=item367b88cff1:g:yCQAAOSwq~xgpvtx,189.00,0.00,Authenticity Guarantee,seanlowes48,100.00%,White,Air Jordan,11,,,,,,,,,,
"air jordan 7 retro �??psg�?� - size 13, *brand new, ds",https://www.ebay.com/itm/353599020773?hash=item525424dee5:g:XI8AAOSwoD5gxoum,214.99,9.99,Authenticity Guarantee,tays.jays,100.00%,White,Air Jordan,13,,,,,,,,,,
air jordan 9 retro university blue white black 302359-140 new size 6y unc,https://www.ebay.com/itm/224534196337?hash=item344747f071:g:2MgAAOSwyzJg6iHh,210.00,5.00,Authenticity Guarantee,mp1208kp,100.00%,White,Air Jordan,6,,,,,,,,,,
authentic new balance 992 black white grey size 11,https://www.ebay.com/itm/124875823169?hash=item1d132dd841:g:nQsAAOSwq6phK6WQ,165.00,24.35,Authenticity Guarantee,just_for_kicks_3,100.00%,Black,New Balance,11,,,,,,,,,,
authentic new balance j crew 992 new york made in usa blue orange brown size 12,https://www.ebay.com/itm/144255960650?hash=item219653464a:g:6-4AAOSwITRhcK0O,240.00,24.35,Authenticity Guarantee,just_for_kicks_3,100.00%,Blue,New Balance,12,,,,,,,,,,
authentic nike air max 90 exeter edition size 8 black/ iron grey/ white,https://www.ebay.com/itm/265146136495?epid=8045985545&_trkparms=ispr%3D1&hash=item3dbbf0f7af:g:Sf0AAOSwhahgjzAg&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSiQ9lXn8D6r9jI8oadgGjJX2GUSkdDNwq%252B48bmNWgZxGmV2L9h0B4nO8FJBK0QeV1Q%252B7O6ifZ8U%252B0RmzB5KxRmq3Ji%252FUJhaqW3uHlir%252FkYHdiCYaaDPU5IirKski7DZ2FO3%252BMWRkOhodkiSj8H69EO9nwYu90jCoJXOoE3Qs8%252B6dvgqC%252BseHRYGADHvJ0O%252FbobLoYC%252F53fpYpOztIVx%252FTt5O7AjA5x92aXoNOBTEEJLy%252FAbB7UlAfP2Kn2D50OQm9j2g7oG5gOIWvvY1qTVpWSNSU4WO9wTTmIDnBmRS73RT34IaEqT4X6BMiQcFlTSKVjTclVDTxUAdgLe5sCQP3mwfIVWD3TKwmV3xqCcOCKdo21WoRbPs%252Fn6bv3hGkq0D74JbxC7hSdtfBZgZvfKLBdOku9vNSah%252B8w5I5sZtCMEFCfoMmcATkS18NqM%252BB2ps10CzcGGVU1gz37FSLd8w%252FTifBLFS88AOOItAM1d2TkEGvxI8JqCk0p2jRoX%252BeF0xuHvIC2C6dgu8BiQg9TLp5gGWyhhTf%252BB4%252Fs1NNI6WQFT3i2ZSaWin1Ai4sBeQsqTRpp625tDH%252FQiIFG0NnaQw2X5mFPcL5fnRbKOY0O%252F3vpcwCCQ3r6XsIHnezJe8Y0rYi7lhBgtqSb18aSnho14lb5GinlS%252Ffy%252F0GI3Jis0tDeGyP%252BylY5hLopWk1f05XTLwzdezohuq%252F0q%252BXJyK6A%252FiP0ynGtmpdltIiFzo4d0JBAsJnj3DPBPpkFTcAOOhk%252FdYpDV769aOOHkTCWVKpYPryt7Uq4nSTXmEQt7qL3MZNZt9Q7l4r%252BrIcU%252BRZB9Room%252F3%7Campid%3APL_CLK%7Cclp%3A2499334,139.00,10.15,Authenticity Guarantee,wickedmysterious,100.00%,White,Nike,8,,,,,,,,,,
authentic nike dunk high blue royal kentucky low white syracuse size 9,https://www.ebay.com/itm/144258687166?hash=item21967ce0be:g:6NcAAOSwf8Vhcygz,170.00,24.35,Authenticity Guarantee,just_for_kicks_3,100.00%,Blue,Nike,9,,,,,,,,,,
bb550hr1 new balance 550 shifted sports pack team red size 11 men’s in hand!,https://www.ebay.com/itm/144228355712?hash=item2194ae0e80:g:EfIAAOSwCfJhV4MB,139.25,7.84,Authenticity Guarantee,bagelboy76,99.50%,Red,New Balance,11,,,,,,,,,,
